POmtg542_1:1	sorry	FI(FI)	sorry
POmtg542_196:5	all	PDT(PDT)	all
POmtg542_196:6	that	DT(DT)	that
POmtg542_196:7	x	UNI(UNI)	
POmtg542_196:8	_0	PA(PA)	
POmtg542_196:9	@@@	LA(LA)	
POmtg542_196:10	they	PP(PP)	they
POmtg542_196:11	are	VBP(VBP)	be
POmtg542_196:12	not	RB(RB)	not
POmtg542_196:13	legal	JJ(JJ)	legal
POmtg542_196:14	person	NN(NN)	person
POmtg542_196:15	so	DM(DM)	so
POmtg542_196:16	that	DT(DT)	that
POmtg542_196:17	would	MD(MD)	will
POmtg542_196:18	_0	PA(PA)	

POmtg542_197:1	hm	RE(RE)	hm

POmtg542_198:1	be	VB(VB)	be
POmtg542_198:2	in	IN(IN)	in
POmtg542_198:3	a	DT(DT)	a
POmtg542_198:4	sense	NN(NN)	sense
POmtg542_198:5	my	PP$(PP$)	i
POmtg542_198:6	argument	NN(NN)	argument
POmtg542_198:7	for	IN(IN)	for
POmtg542_198:8	not	RB(RB)	not
POmtg542_198:9	taking	VVG(VVG)	take
POmtg542_198:10	taking	VVG(VVG)	take
POmtg542_198:11	them	PP(PP)	they
POmtg542_198:12	in	IN(IN)	in
POmtg542_198:13	_1	PA(PA)	

POmtg542_199:1	hm	RE(RE)	hm

POmtg542_200:1	so	DM(DM)	so
POmtg542_200:2	_0	PA(PA)	
POmtg542_200:3	i	PP(PP)	i
POmtg542_200:4	think	VVP(VVP)	think
POmtg542_200:5	we	PP(PP)	we
POmtg542_200:6	er	UH(UH)	er
POmtg542_200:7	_0	PA(PA)	
POmtg542_200:8	this	DT(DT)	this
POmtg542_200:9	is	VBZ(VBZ)	be
POmtg542_200:10	_0	PA(PA)	
POmtg542_200:11	i	PP(DM)	i
POmtg542_200:12	mean	VVP(DM)	mean
POmtg542_200:13	the	DT(DT)	the
POmtg542_200:14	discipline	NN(NN)	discipline
POmtg542_200:15	in	IN(IN)	in
POmtg542_200:16	this	DT(DT)	this
POmtg542_200:17	group	NN(NN)	group
POmtg542_200:18	is	VBZ(VBZ)	be
POmtg542_200:19	er	UH(UH)	er
POmtg542_200:20	formidable	JJ(JJ)	formidable

POmtg542_201:1	@@	LA(LA)	

POmtg542_202:1	and	CC(CC)	and
POmtg542_202:2	er	UH(UH)	er
POmtg542_202:3	i	PP(PP)	i
POmtg542_202:4	think	VVP(VVP)	think
POmtg542_202:5	we	PP(PP)	we
POmtg542_202:6	_0	PA(PA)	
POmtg542_202:7	it	PP(PP)	it
POmtg542_202:8	is	VBZ(VBZ)	be
POmtg542_202:9	p_purposedly	PVC(RB)	
POmtg542_202:10	that	IN(IN)	that
POmtg542_202:11	we	PP(PP)	we
POmtg542_202:12	miss	VVP(VVP)	miss
POmtg542_202:13	the	DT(DT)	the
POmtg542_202:14	last	JJ(JJ)	last
POmtg542_202:15	horrible	JJ(JJ)	horrible
POmtg542_202:16	item	NN(NN)	item
POmtg542_202:17	in	IN(IN)	in
POmtg542_202:18	which	PRE(PRE)	which
POmtg542_202:19	is	VBZ(VBZ)	be
POmtg542_202:20	the	DT(DT)	the
POmtg542_202:21	_1	PA(PA)	
POmtg542_202:22	europeans	NPS(NPS)	european
POmtg542_202:23	_1	PA(PA)	
POmtg542_202:24	the	DT(DT)	the
POmtg542_202:25	meta-	XX(XX)	
POmtg542_202:26	the	DT(DT)	the
POmtg542_202:27	p_meta-level	PVC(NN)	
POmtg542_202:28	this	DT(DT)	this
POmtg542_202:29	is	VBZ(VBZ)	be
POmtg542_202:30	the	DT(DT)	the
POmtg542_202:31	horror	NN(NN)	horror
POmtg542_202:32	of	IN(IN)	of
POmtg542_202:33	it	PP(PP)	it
POmtg542_202:34	all	DT(DT)	all
POmtg542_202:35	_0	PA(PA)	

POmtg542_203:1	er	UH(UH)	er
POmtg542_203:2	_0	PA(PA)	
POmtg542_203:3	yes	RE(RE)	yes
POmtg542_203:4	and	CC(CC)	and
POmtg542_203:5	er	UH(UH)	er
POmtg542_203:6	it	PP(PP)	it
POmtg542_203:7	er	UH(UH)	er
POmtg542_203:8	_0	PA(PA)	
POmtg542_203:9	i	PP(PP)	i
POmtg542_203:10	think	VVP(VVP)	think
POmtg542_203:11	what	WP(WP)	what
POmtg542_203:12	we	PP(PP)	we
POmtg542_203:13	have	VHP(VHP)	have
POmtg542_203:14	come	VVN(VVN)	come
POmtg542_203:15	up	RP(RP)	up
POmtg542_203:16	with	IN(IN)	with
POmtg542_203:17	so	RB(RB)	so
POmtg542_203:18	far	RB(RB)	far
POmtg542_203:19	i	PP(PP)	i
POmtg542_203:20	do	VVP(VVP)	do
POmtg542_203:21	n't	RB(RB)	not
POmtg542_203:22	think	VV(VV)	think
POmtg542_203:23	there	EX(EX)	there
POmtg542_203:24	's	VBS(VBS)	be
POmtg542_203:25	_0	PA(PA)	
POmtg542_203:26	really	RB(RB)	really
POmtg542_203:27	ca	MD(MD)	can
POmtg542_203:28	n't	RB(RB)	not
POmtg542_203:29	do	VV(VV)	do
POmtg542_203:30	much	JJ(JJ)	much
POmtg542_203:31	else	RB(RB)	else
POmtg542_203:32	before	IN(IN)	before
POmtg542_203:33	the	DT(DT)	the
POmtg542_203:34	meetin-	XX(XX)	
POmtg542_203:35	_0	PA(PA)	
POmtg542_203:36	meeting	VVG(NN)	meet/meeting
POmtg542_203:37	actually	RB(RB)	actually
POmtg542_203:38	_1	PA(PA)	

POmtg542_204:1	but	CC(CC)	but
POmtg542_204:2	we	PP(PP)	we
POmtg542_204:3	have	VHP(VHP)	have
POmtg542_204:4	to	TO(TO)	to
POmtg542_204:5	come	VV(VV)	come
POmtg542_204:6	up	RP(RP)	up
POmtg542_204:7	with	IN(IN)	with
POmtg542_204:8	something	NN(NN)	something
POmtg542_204:9	i	PP(DM)	i
POmtg542_204:10	mean	VVP(DM)	mean

POmtg542_205:1	yeah	RE(RE)	yeah

POmtg542_206:1	we	PP(PP)	we
POmtg542_206:2	what	WP(WP)	what
POmtg542_206:3	we	PP(PP)	we
POmtg542_206:4	have	VHP(VHP)	have
POmtg542_206:5	agreed	VVN(VVN)	agree
POmtg542_206:6	here	RB(RB)	here
POmtg542_206:7	a_[S3]	NP(NP)	
POmtg542_206:8	is	VBZ(VBZ)	be
POmtg542_206:9	that	IN(IN)	that
POmtg542_206:10	_1	PA(PA)	
POmtg542_206:11	in	IN(IN)	in
POmtg542_206:12	er	UH(UH)	er
POmtg542_206:13	as	RB(RB)	as
POmtg542_206:14	long	RB(RB)	long
POmtg542_206:15	as	IN(IN)	as
POmtg542_206:16	this	DT(DT)	this
POmtg542_206:17	_1	PA(PA)	
POmtg542_206:18	new	JJ(JJ)	new
POmtg542_206:19	organizations	NNS(NNS)	organization
POmtg542_206:20	does	VVZ(VVP)	do
POmtg542_206:21	not	RB(RB)	not
POmtg542_206:22	have	VH(VH)	have
POmtg542_206:23	a	DT(DT)	a
POmtg542_206:24	_1	PA(PA)	
POmtg542_206:25	actual	JJ(JJ)	actual
POmtg542_206:26	decision	NN(NN)	decision
POmtg542_206:27	making	VVG(NN)	make/making
POmtg542_206:28	powers	NNS(NNS)	power
POmtg542_206:29	_1	PA(PA)	
POmtg542_206:30	then	RB(RB)	then
POmtg542_206:31	we	PP(PP)	we
POmtg542_206:32	can	MD(MD)	can
POmtg542_206:33	accept	VV(VV)	accept
POmtg542_206:34	quite	PDT(PDT)	quite
POmtg542_206:35	a	RB(RB)	a
POmtg542_206:36	lot	RB(RB)	lot
POmtg542_206:37	_0	PA(PA)	

POmtg542_207:1	yeah	RE(RE)	yeah

POmtg542_208:1	mhm	RE(RE)	mhm

POmtg542_209:1	and	CC(CC)	and
POmtg542_209:2	as	IN(IN)	as
POmtg542_209:3	it	PP(PP)	it
POmtg542_209:4	is	VBZ(VBZ)	be
POmtg542_209:5	what	WP(WP)	what
POmtg542_209:6	we	PP(PP)	we
POmtg542_209:7	have	VHP(VHP)	have
POmtg542_209:8	agreed	VVN(VVN)	agree
POmtg542_209:9	on	IN(IN)	on
POmtg542_209:10	in	IN(IN)	in
POmtg542_209:11	the	DT(DT)	the
POmtg542_209:12	last	JJ(JJ)	last
POmtg542_209:13	meeting	VVG(NN)	meet/meeting
POmtg542_209:14	is	VBZ(VBZ)	be
POmtg542_209:15	that	IN(IN)	that
POmtg542_209:16	_0	PA(PA)	

POmtg542_210:1	mhm	RE(RE)	mhm

POmtg542_211:1	this	DT(DT)	this
POmtg542_211:2	committee	NN(NN)	committee
POmtg542_211:3	shall	MD(MD)	shall
POmtg542_211:4	be	VB(VB)	be
POmtg542_211:5	able	JJ(JJ)	able
POmtg542_211:6	to	TO(TO)	to
POmtg542_211:7	provide	VV(VV)	provide
POmtg542_211:8	_0	PA(PA)	
POmtg542_211:9	valid	JJ(JJ)	valid
POmtg542_211:10	comments	NNS(NNS)	comment
POmtg542_211:11	to	IN(IN)	to
POmtg542_211:12	those	DT(DT)	those
POmtg542_211:13	who	PRE(PRE)	who
POmtg542_211:14	have	VHP(VHP)	have
POmtg542_211:15	been	VBN(VBN)	be
POmtg542_211:16	involved	VVN(VVN)	involve
POmtg542_211:17	_1	PA(PA)	
POmtg542_211:18	and	CC(CC)	and
POmtg542_211:19	that	DT(DT)	that
POmtg542_211:20	's	VBS(VBS)	be
POmtg542_211:21	er	UH(UH)	er
POmtg542_211:22	_0	PA(PA)	
POmtg542_211:23	but	CC(CC)	but
POmtg542_211:24	they	PP(PP)	they
POmtg542_211:25	but	CC(CC)	but
POmtg542_211:26	they	PP(PP)	they
POmtg542_211:27	they	PP(PP)	they
POmtg542_211:28	are	VBP(VBP)	be
POmtg542_211:29	not	RB(RB)	not
POmtg542_211:30	_0	PA(PA)	
POmtg542_211:31	the	DT(DT)	the
POmtg542_211:32	a_[org2]	NP(NP)	
POmtg542_211:33	the	DT(DT)	the
POmtg542_211:34	student	NN(NN)	student
POmtg542_211:35	_0	PA(PA)	
POmtg542_211:36	suggestion	NN(NN)	suggestion
POmtg542_211:37	in	IN(IN)	in
POmtg542_211:38	the	DT(DT)	the
POmtg542_211:39	a_[name1]	NP(NP)	
POmtg542_211:40	meeting	VVG(NN)	meet/meeting
POmtg542_211:41	is	VBZ(VBZ)	be
POmtg542_211:42	that	IN(IN)	that
POmtg542_211:43	it	PP(PP)	it
POmtg542_211:44	's	VBS(VBS)	be
POmtg542_211:45	the	DT(DT)	the
POmtg542_211:46	_0	PA(PA)	
POmtg542_211:47	european	JJ(JJ)	european
POmtg542_211:48	committee	NN(NN)	committee
POmtg542_211:49	that	PRE(PRE)	that
POmtg542_211:50	makes	VVZ(VVZ)	make
POmtg542_211:51	the	DT(DT)	the
POmtg542_211:52	decisions	NNS(NNS)	decision
POmtg542_211:53	on	IN(IN)	on
POmtg542_211:54	membership	NN(NN)	membership
POmtg542_211:55	of	IN(IN)	of
POmtg542_211:56	a_[org1]	NP(NP)	
POmtg542_211:57	_1	PA(PA)	
POmtg542_211:58	which	PRE(PRE)	which
POmtg542_211:59	_0	PA(PA)	
POmtg542_211:60	i	PP(PP)	i
POmtg542_211:61	'm	VBP(VBP)	be
POmtg542_211:62	sure	JJ(JJ)	sure
POmtg542_211:63	we	PP(PP)	we
POmtg542_211:64	erm	UH(UH)	erm
POmtg542_211:65	none	NN(NN)	none
POmtg542_211:66	of	IN(IN)	of
POmtg542_211:67	us	PP(PP)	we
POmtg542_211:68	find	V(VVZ)	find
POmtg542_211:69	to	TO(TO)	to
POmtg542_211:70	be	VB(VB)	be
POmtg542_211:71	a	DT(DT)	a
POmtg542_211:72	very	RB(RB)	very
POmtg542_211:73	good	JJ(JJ)	good
POmtg542_211:74	path	NN(NN)	path
POmtg542_211:75	to	TO(TO)	to
POmtg542_211:76	pursue	VV(VV)	pursue
POmtg542_211:77	@@@	LA(LA)	

POmtg542_212:1	@@@	LA(LA)	

POmtg542_213:1	so	DM(DM)	so
POmtg542_213:2	i	PP(DM)	i
POmtg542_213:3	mean	VVP(DM)	mean
POmtg542_213:4	but	CC(CC)	but
POmtg542_213:5	_0	PA(PA)	
POmtg542_213:6	that	DT(DT)	that
POmtg542_213:7	will	MD(MD)	will
POmtg542_213:8	also	RB(RB)	also
POmtg542_213:9	be	VB(VB)	be
POmtg542_213:10	the	DT(DT)	the
POmtg542_213:11	a_[org3]	NP(NP)	
POmtg542_213:12	position	NN(NN)	position
POmtg542_213:13	of	RB(RB)	of
POmtg542_213:14	course	RB(RB)	course
POmtg542_213:15	they	PP(PP)	they
POmtg542_213:16	wish	VVP(VVP)	wish
POmtg542_213:17	to	TO(TO)	to
POmtg542_213:18	_1	PA(PA)	

POmtg542_214:1	mhm	RE(RE)	mhm

POmtg542_215:1	anyone	NN(NN)	anyone
POmtg542_215:2	will	MD(MD)	will
POmtg542_215:3	wish	VV(VV)	wish
POmtg542_215:4	to	TO(TO)	to
POmtg542_215:5	sit	VV(VV)	sit
POmtg542_215:6	in	IN(IN)	in
POmtg542_215:7	the	DT(DT)	the
POmtg542_215:8	control	NN(NN)	control
POmtg542_215:9	of	IN(IN)	of
POmtg542_215:10	how	WRB(WRB)	how
POmtg542_215:11	the	DT(DT)	the
POmtg542_215:12	systems	NNS(NNS)	system
POmtg542_215:13	definitely	RB(RB)	definitely
POmtg542_215:14	_0	PA(PA)	

POmtg542_216:1	@	LA(LA)	

POmtg542_217:1	works	VVZ(VVP)	work
POmtg542_217:2	so	DM(DM)	so
POmtg542_217:3	that	DT(DT)	that
POmtg542_217:4	's	VBS(VBS)	be
POmtg542_217:5	where	WRB(WRB)	where
POmtg542_217:6	we	PP(PP)	we
POmtg542_217:7	will	MD(MD)	will
POmtg542_217:8	have	VH(VH)	have
POmtg542_217:9	to	TO(TO)	to
POmtg542_217:10	make	VV(VV)	make
POmtg542_217:11	our	PP$(PP$)	we
POmtg542_217:12	stand	NN(NN)	stand
POmtg542_217:13	_0	PA(PA)	
POmtg542_217:14	so	DM(DM)	so
POmtg542_217:15	_1	PA(PA)	
POmtg542_217:16	i	PP(PP)	i
POmtg542_217:17	think	VVP(VVP)	think
POmtg542_217:18	_0	PA(PA)	
POmtg542_217:19	in	IN(IN)	in
POmtg542_217:20	s-	XX(XX)	
POmtg542_217:21	technical	JJ(JJ)	technical
POmtg542_217:22	terms	NNS(NNS)	term
POmtg542_217:23	_1	PA(PA)	
POmtg542_217:24	this	DT(DT)	this
POmtg542_217:25	is	VBZ(VBZ)	be
POmtg542_217:26	perhaps	RB(RB)	perhaps
POmtg542_217:27	_0	PA(PA)	
POmtg542_217:28	if	IN(IN)	if
POmtg542_217:29	if	IN(IN)	if
POmtg542_217:30	we	PP(PP)	we
POmtg542_217:31	wish	VVP(VVP)	wish
POmtg542_217:32	to	TO(TO)	to
POmtg542_217:33	keep	VV(VV)	keep
POmtg542_217:34	something	NN(NN)	something
POmtg542_217:35	open	JJ(JJ)	open
POmtg542_217:36	for	IN(IN)	for
POmtg542_217:37	as	RB(RB)	as
POmtg542_217:38	long	RB(RB)	long
POmtg542_217:39	as	IN(IN)	as
POmtg542_217:40	possible	JJ(JJ)	possible
POmtg542_217:41	it	PP(PP)	it
POmtg542_217:42	's	VBS(VBS)	be
POmtg542_217:43	probably	RB(RB)	probably
POmtg542_217:44	that	DT(DT)	that
POmtg542_217:45	part	NN(NN)	part
POmtg542_217:46	of	IN(IN)	of
POmtg542_217:47	it	PP(PP)	it
POmtg542_217:48	so	DM(DM)	so
POmtg542_217:49	that	DT(DT)	that
POmtg542_217:50	's	VBS(VBS)	be
POmtg542_217:51	the	DT(DT)	the
POmtg542_217:52	reason	NN(NN)	reason
POmtg542_217:53	why	WRB(WRB)	why
POmtg542_217:54	i	PP(PP)	i
POmtg542_217:55	have	VHP(VHP)	have
POmtg542_217:56	n't	RB(RB)	not
POmtg542_217:57	_1	PA(PA)	
POmtg542_217:58	done	VVN(VVN)	do
POmtg542_217:59	more	JJR(JJR)	more
POmtg542_217:60	to	IN(IN)	to
POmtg542_217:61	le-	XX(XX)	
POmtg542_217:62	to	IN(IN)	to
POmtg542_217:63	this	DT(DT)	this
POmtg542_217:64	meeting	VVG(NN)	meet/meeting
POmtg542_217:65	to	TO(TO)	to
POmtg542_217:66	set	VV(VV)	set
POmtg542_217:67	it	PP(PP)	it
POmtg542_217:68	up	RP(RP)	up
POmtg542_217:69	because	IN(IN)	because
POmtg542_217:70	i	PP(PP)	i
POmtg542_217:71	think	VVP(VVP)	think
POmtg542_217:72	we	PP(PP)	we
POmtg542_217:73	should	MD(MD)	shall
POmtg542_217:74	go	VV(VV)	go
POmtg542_217:75	through	IN(IN)	through
POmtg542_217:76	the	DT(DT)	the
POmtg542_217:77	tenth	JJ(JJ)	tenth
POmtg542_217:78	may	NP(NP)	may
POmtg542_217:79	meeting	VVG(NN)	meet/meeting
POmtg542_217:80	and	CC(CC)	and
POmtg542_217:81	see	VV(VV)	see
POmtg542_217:82	er	UH(UH)	er
POmtg542_217:83	whether	IN(IN)	whether
POmtg542_217:84	whether	IN(IN)	whether
POmtg542_217:85	anything	NN(NN)	anything
POmtg542_217:86	new	JJ(JJ)	new
POmtg542_217:87	has	VHZ(VHZ)	have
POmtg542_217:88	er	UH(UH)	er
POmtg542_217:89	come	VVN(VVN)	come
POmtg542_217:90	up	RP(RP)	up
POmtg542_217:91	there	RB(RB)	there
POmtg542_217:92	_1	PA(PA)	
POmtg542_217:93	so	DM(DM)	so
POmtg542_217:94	that	DT(DT)	that
POmtg542_217:95	's	VBS(VBS)	be

POmtg542_218:1	tenth	NN(NN)	tenth
POmtg542_218:2	of	IN(IN)	of
POmtg542_218:3	may	NP(NP)	may
POmtg542_218:4	is	VBZ(VBZ)	be
POmtg542_218:5	it	PP(PP)	it
POmtg542_218:6	's	VBS(VBS)	be
POmtg542_218:7	the	DT(DT)	the
POmtg542_218:8	four	CD(CD)	four

POmtg542_219:1	yes	RE(RE)	yes

POmtg542_220:1	that	DT(DT)	that
POmtg542_220:2	's	VBS(VBS)	be
POmtg542_220:3	four	CD(CD)	four
POmtg542_220:4	yes	RE(RE)	yes
POmtg542_220:5	i	PP(PP)	i
POmtg542_220:6	said	VVD(VVD)	say
POmtg542_220:7	twenty-fifth	JJ(JJ)	twenty-fifth
POmtg542_220:8	may	NP(NP)	may
POmtg542_220:9	earlier	RBR(RBR)	early
POmtg542_220:10	today	RB(RB)	today
POmtg542_220:11	but	CC(CC)	but
POmtg542_220:12	it	PP(PP)	it
POmtg542_220:13	is	VBZ(VBZ)	be
POmtg542_220:14	er	UH(UH)	er
POmtg542_220:15	it	PP(PP)	it
POmtg542_220:16	is	VBZ(VBZ)	be
POmtg542_220:17	the	DT(DT)	the
POmtg542_220:18	tenth	JJ(JJ)	tenth
POmtg542_220:19	may	NP(NP)	may
POmtg542_220:20	meeting	VVG(NN)	meet/meeting
POmtg542_220:21	i	PP(PP)	i
POmtg542_220:22	'm	VBP(VBP)	be
POmtg542_220:23	hh	BR(BR)	
POmtg542_220:24	_1	PA(PA)	

POmtg542_221:1	x	UNI(UNI)	

POmtg542_222:1	yeah	RE(RE)	yeah

POmtg542_223:1	looking	VVG(VVG)	look
POmtg542_223:2	so	RB(RB)	so
POmtg542_223:3	much	JJ(JJ)	much
POmtg542_223:4	forward	RB(RB)	forward
POmtg542_223:5	to	IN(IN)	to
POmtg542_223:6	it	PP(PP)	it
POmtg542_223:7	that	IN(IN)	that
POmtg542_223:8	_0	PA(PA)	
POmtg542_223:9	er	UH(UH)	er
POmtg542_223:10	i	PP(PP)	i
POmtg542_223:11	've	VHP(VHP)	have
POmtg542_223:12	forgotten	VVN(VVN)	forget
POmtg542_223:13	the	DT(DT)	the
POmtg542_223:14	exact	JJ(JJ)	exact
POmtg542_223:15	date	NN(NN)	date
POmtg542_223:16	er	UH(UH)	er
POmtg542_223:17	_1	PA(PA)	

POmtg542_224:1	ooph	UH(UH)	ooph

POmtg542_225:1	a_[S3]	NP(NP)	

POmtg542_226:1	er	UH(UH)	er

POmtg542_227:1	what	WP(WP)	what
POmtg542_227:2	was	VBD(VBD)	be
POmtg542_227:3	your	PP$(PP$)	you
POmtg542_227:4	impress-	XX(XX)	
POmtg542_227:5	sorry	FI(FI)	sorry
POmtg542_227:6	you	PP(PP)	you
POmtg542_227:7	were	VBD(VBD)	be
POmtg542_227:8	saying	VVG(VVG)	say

POmtg542_228:1	no	RE(RE)	no
POmtg542_228:2	er	UH(UH)	er
POmtg542_228:3	just	RB(RB)	just
POmtg542_228:4	that	IN(IN)	that
POmtg542_228:5	x	UNI(UNI)	
POmtg542_228:6	i	PP(PP)	i
POmtg542_228:7	was	VBD(VBD)	be
POmtg542_228:8	just	RB(RB)	just
POmtg542_228:9	about	IN(IN)	about
POmtg542_228:10	to	TO(TO)	to
POmtg542_228:11	ask	VV(VV)	ask
POmtg542_228:12	for	IN(IN)	for
POmtg542_228:13	_0	PA(PA)	
POmtg542_228:14	you	PP(DM)	you
POmtg542_228:15	know	VVP(DM)	know
POmtg542_228:16	_1	PA(PA)	
POmtg542_228:17	for	IN(IN)	for
POmtg542_228:18	practical	JJ(JJ)	practical
POmtg542_228:19	details	NNS(NNS)	detail
POmtg542_228:20	after	IN(IN)	after
POmtg542_228:21	this	DT(DT)	this
POmtg542_228:22	meeting	VVG(NN)	meet/meeting
POmtg542_228:23	_0	PA(PA)	
POmtg542_228:24	in	IN(IN)	in
POmtg542_228:25	terms	IN(IN)	term
POmtg542_228:26	of	IN(IN)	of
POmtg542_228:27	er	UH(UH)	er
POmtg542_228:28	_1	PA(PA)	
POmtg542_228:29	what	WP(WP)	what
POmtg542_228:30	should	MD(MD)	shall
POmtg542_228:31	i	PP(PP)	i
POmtg542_228:32	produce	VV(VV)	produce
POmtg542_228:33	for	IN(IN)	for
POmtg542_228:34	our	PP$(PP$)	we
POmtg542_228:35	next	JJ(JJ)	next
POmtg542_228:36	meeting	VVG(NN)	meet/meeting
POmtg542_228:37	_1	PA(PA)	

POmtg542_229:1	lots	NNS(NNS)	lot
POmtg542_229:2	of	IN(IN)	of
POmtg542_229:3	stuff	NN(NN)	stuff
POmtg542_229:4	a_[S3]	NP(NP)	

POmtg542_230:1	okay	RE(RE)	okay

POmtg542_231:1	@@@@@@@@	LA(LA)	

POmtg542_232:1	@@@	LA(LA)	

POmtg542_233:1	any	DT(DT)	any
POmtg542_233:2	any	DT(DT)	any
POmtg542_233:3	ideas	NNS(NNS)	idea
POmtg542_233:4	for	IN(IN)	for
POmtg542_233:5	the	DT(DT)	the
POmtg542_233:6	format	NN(NN)	format
POmtg542_233:7	_0	PA(PA)	

POmtg542_234:1	yes	RE(RE)	yes
POmtg542_234:2	i	PP(PP)	i
POmtg542_234:3	think	VVP(VVP)	think
POmtg542_234:4	we	PP(PP)	we
POmtg542_234:5	should	MD(MD)	shall
POmtg542_234:6	be	VB(VB)	be
POmtg542_234:7	come	VV(VV)	come
POmtg542_234:8	as	RB(RB)	as
POmtg542_234:9	close	RB(RB)	close
POmtg542_234:10	as	IN(IN)	as
POmtg542_234:11	possible	JJ(JJ)	possible
POmtg542_234:12	to	IN(IN)	to
POmtg542_234:13	_0	PA(PA)	
POmtg542_234:14	something	NN(NN)	something
POmtg542_234:15	which	PRE(PRE)	which
POmtg542_234:16	_0	PA(PA)	
POmtg542_234:17	i	PP(DM)	i
POmtg542_234:18	mean	VVP(DM)	mean
POmtg542_234:19	_1	PA(PA)	
POmtg542_234:20	the	DT(DT)	the
POmtg542_234:21	criteria	NNS(NNS)	criterion
POmtg542_234:22	for	IN(IN)	for
POmtg542_234:23	what	WP(WP)	what
POmtg542_234:24	we	PP(PP)	we
POmtg542_234:25	're	VBP(VBP)	be
POmtg542_234:26	going	VVG(VVG)	go
POmtg542_234:27	to	TO(TO)	to
POmtg542_234:28	do	VV(VV)	do
POmtg542_234:29	next	JJ(JJ)	next
POmtg542_234:30	time	NN(NN)	time
POmtg542_234:31	is	VBZ(VBZ)	be
POmtg542_234:32	that	IN(IN)	that
POmtg542_234:33	this	DT(DT)	this
POmtg542_234:34	is	VBZ(VBZ)	be
POmtg542_234:35	what	WP(WP)	what
POmtg542_234:36	we	PP(PP)	we
POmtg542_234:37	are	VBP(VBP)	be
POmtg542_234:38	going	VVG(VVG)	go
POmtg542_234:39	to	TO(TO)	to
POmtg542_234:40	present	VV(VV)	present
POmtg542_234:41	to	IN(IN)	to
POmtg542_234:42	the	DT(DT)	the
POmtg542_234:43	general	NN(NN)	general
POmtg542_234:44	assembly	NN(NN)	assembly
POmtg542_234:45	it	PP(PP)	it
POmtg542_234:46	's	VBS(VBS)	be
POmtg542_234:47	as	RB(RB)	as
POmtg542_234:48	simple	JJ(JJ)	simple
POmtg542_234:49	as	IN(IN)	as
POmtg542_234:50	that	DT(DT)	that
POmtg542_234:51	yeah	RE(RE)	yeah
POmtg542_234:52	_1	PA(PA)	

POmtg542_235:1	right	DM(DM)	right

POmtg542_236:1	and	CC(CC)	and
POmtg542_236:2	_0	PA(PA)	
POmtg542_236:3	in	IN(IN)	in
POmtg542_236:4	as	RB(RB)	as
POmtg542_236:5	much	JJ(JJ)	much
POmtg542_236:6	as	IN(IN)	as
POmtg542_236:7	we	PP(PP)	we
POmtg542_236:8	agr-	XX(XX)	
POmtg542_236:9	i	PP(DM)	i
POmtg542_236:10	mean	VVP(DM)	mean
POmtg542_236:11	i	PP(PP)	i
POmtg542_236:12	guess	VVP(VVP)	guess
POmtg542_236:13	we	PP(PP)	we
POmtg542_236:14	agree	VVP(VVP)	agree
POmtg542_236:15	now	RB(RB)	now
POmtg542_236:16	that	IN(IN)	that
POmtg542_236:17	we	PP(PP)	we
POmtg542_236:18	present	VVP(VVP)	present
POmtg542_236:19	_0	PA(PA)	
POmtg542_236:20	to	IN(IN)	to
POmtg542_236:21	the	DT(DT)	the
POmtg542_236:22	general	NN(NN)	general
POmtg542_236:23	assembly	NN(NN)	assembly
POmtg542_236:24	something	NN(NN)	something
POmtg542_236:25	which	PRE(PRE)	which
POmtg542_236:26	is	VBZ(VBZ)	be
POmtg542_236:27	fairly	RB(RB)	fairly
POmtg542_236:28	_1	PA(PA)	
POmtg542_236:29	precise	JJ(JJ)	precise
POmtg542_236:30	and	CC(CC)	and
POmtg542_236:31	covering	VVG(VVG)	cover
POmtg542_236:32	in	IN(IN)	in
POmtg542_236:33	terms	IN(IN)	term
POmtg542_236:34	of	IN(IN)	of
POmtg542_236:35	_0	PA(PA)	

POmtg542_237:1	mhm	RE(RE)	mhm

POmtg542_238:1	our	PP$(PP$)	we
POmtg542_238:2	proposal	NN(NN)	proposal
POmtg542_238:3	it	PP(PP)	it
POmtg542_238:4	does	VVZ(VVZ)	do
POmtg542_238:5	n't	RB(RB)	not
POmtg542_238:6	need	VV(VV)	need
POmtg542_238:7	to	TO(TO)	to
POmtg542_238:8	be	VB(VB)	be
POmtg542_238:9	the	DT(DT)	the
POmtg542_238:10	full	JJ(JJ)	full
POmtg542_238:11	policy	NN(NN)	policy
POmtg542_238:12	report	NN(NN)	report
POmtg542_238:13	but	CC(CC)	but
POmtg542_238:14	we	PP(PP)	we
POmtg542_238:15	get	VVP(VVP)	get
POmtg542_238:16	as	RB(RB)	as
POmtg542_238:17	close	RB(RB)	close
POmtg542_238:18	as	IN(IN)	as
POmtg542_238:19	we	PP(PP)	we
POmtg542_238:20	can	MD(MD)	can
POmtg542_238:21	_0	PA(PA)	

POmtg542_239:1	xxx	UNI(UNI)	

POmtg542_240:1	mhm	RE(RE)	mhm

POmtg542_241:1	hh	BR(BR)	
POmtg542_241:2	so	IN(IN)	so
POmtg542_241:3	that	IN(IN)	that
POmtg542_241:4	we	PP(PP)	we
POmtg542_241:5	get	VVP(VVP)	get
