POwgd449_1:1	language	NN(NN)	language
POwgd449_288:6	it	PP(PP)	it
POwgd449_288:7	would	MD(MD)	will
POwgd449_288:8	be	VB(VB)	be
POwgd449_288:9	easier	JJR(JJR)	easy
POwgd449_288:10	to	TO(TO)	to

POwgd449_289:1	so	DM(DM)	so
POwgd449_289:2	you	PP(PP)	you
POwgd449_289:3	could	MD(MD)	can
POwgd449_289:4	you	PP(PP)	you
POwgd449_289:5	could	MD(MD)	can
POwgd449_289:6	say	VV(VV)	say
POwgd449_289:7	that	DT(DT)	that
POwgd449_289:8	_0	PA(PA)	
POwgd449_289:9	you	PP(PP)	you
POwgd449_289:10	could	MD(MD)	can
POwgd449_289:11	send	VV(VV)	send
POwgd449_289:12	some	DT(DT)	some
POwgd449_289:13	kind	NN(NN)	kind
POwgd449_289:14	of	IN(IN)	of
POwgd449_289:15	board	NN(NN)	board
POwgd449_289:16	to	IN(IN)	to
POwgd449_289:17	a	DT(DT)	a
POwgd449_289:18	gastronomy	NN(NN)	gastronomy
POwgd449_289:19	website	NN(NN)	website
POwgd449_289:20	for	RB(RB)	for
POwgd449_289:21	example	RB(RB)	example
POwgd449_289:22	but	CC(CC)	but
POwgd449_289:23	also	RB(RB)	also
POwgd449_289:24	to	IN(IN)	to
POwgd449_289:25	a	DT(DT)	a
POwgd449_289:26	languages	NNS(NNS)	language
POwgd449_289:27	website	NN(NN)	website

POwgd449_290:1	yeah	RE(RE)	yeah

POwgd449_291:1	and	CC(CC)	and
POwgd449_291:2	try	VV(VV)	try
POwgd449_291:3	to	TO(TO)	to
POwgd449_291:4	in-	XX(XX)	
POwgd449_291:5	to	TO(TO)	to
POwgd449_291:6	include	VV(VV)	include
POwgd449_291:7	it	PP(PP)	it
POwgd449_291:8	in	IN(IN)	in
POwgd449_291:9	this	DT(DT)	this
POwgd449_291:10	section	NN(NN)	section
POwgd449_291:11	_5	PA(PA)	

POwgd449_292:1	cos	IN(IN)	cos
POwgd449_292:2	you	PP(PP)	you
POwgd449_292:3	you	PP(PP)	you
POwgd449_292:4	you	PP(PP)	you
POwgd449_292:5	got	VVP(VVP)	get
POwgd449_292:6	ta	TO(TO)	to
POwgd449_292:7	spend	VV(VV)	spend
POwgd449_292:8	er	UH(UH)	er
POwgd449_292:9	any	DT(DT)	any
POwgd449_292:10	er	UH(UH)	er
POwgd449_292:11	er	UH(UH)	er
POwgd449_292:12	er	UH(UH)	er
POwgd449_292:13	you	PP(PP)	you
POwgd449_292:14	just	RB(RB)	just
POwgd449_292:15	put	VVP(VVP)	put
POwgd449_292:16	_1	PA(PA)	

POwgd449_293:1	that	DT(DT)	that
POwgd449_293:2	's	VBS(VBS)	be
POwgd449_293:3	actually	RB(RB)	actually

POwgd449_294:1	yeah	RE(RE)	yeah

POwgd449_295:1	what	WP(WP)	what
POwgd449_295:2	you	PP(PP)	you
POwgd449_295:3	have	VHP(VHP)	have
POwgd449_295:4	to	TO(TO)	to
POwgd449_295:5	do	VV(VV)	do
POwgd449_295:6	_0	PA(PA)	

POwgd449_296:1	yeah	RE(RE)	yeah

POwgd449_297:1	or	CC(CC)	or
POwgd449_297:2	we	PP(PP)	we
POwgd449_297:3	can	MD(MD)	can
POwgd449_297:4	_0	PA(PA)	
POwgd449_297:5	both	DT(DT)	both
POwgd449_297:6	_0	PA(PA)	
POwgd449_297:7	do	VV(VV)	do

POwgd449_298:1	yeah	RE(RE)	yeah

POwgd449_299:1	erm	UH(UH)	erm
POwgd449_299:2	_0	PA(PA)	
POwgd449_299:3	just	RB(RB)	just
POwgd449_299:4	ask	VV(VV)	ask
POwgd449_299:5	for	IN(IN)	for
POwgd449_299:6	th-	XX(XX)	
POwgd449_299:7	for	IN(IN)	for
POwgd449_299:8	the	DT(DT)	the

POwgd449_300:1	and	CC(CC)	and
POwgd449_300:2	that	DT(DT)	that
POwgd449_300:3	's	VBS(VBS)	be
POwgd449_300:4	for	IN(IN)	for
POwgd449_300:5	for	IN(IN)	for
POwgd449_300:6	the	DT(DT)	the
POwgd449_300:7	xx	UNI(UNI)	

POwgd449_301:1	you	PP(PP)	you
POwgd449_301:2	ca	MD(MD)	can
POwgd449_301:3	n't	RB(RB)	not
POwgd449_301:4	make	VV(VV)	make
POwgd449_301:5	any	DT(DT)	any
POwgd449_301:6	xx	UNI(UNI)	
POwgd449_301:7	_0	PA(PA)	
POwgd449_301:8	with	IN(IN)	with
POwgd449_301:9	that	DT(DT)	that
POwgd449_301:10	er	UH(UH)	er

POwgd449_302:1	well	DM(DM)	well

POwgd449_303:1	in	IN(IN)	in
POwgd449_303:2	time	NN(NN)	time

POwgd449_304:1	you	PP(PP)	you
POwgd449_304:2	could	MD(MD)	can
POwgd449_304:3	you	PP(PP)	you
POwgd449_304:4	could	MD(MD)	can
POwgd449_304:5	just	RB(RB)	just
POwgd449_304:6	er	UH(UH)	er
POwgd449_304:7	some	DT(DT)	some
POwgd449_304:8	of	IN(IN)	of
POwgd449_304:9	the	DT(DT)	the
POwgd449_304:10	xx	UNI(UNI)	
POwgd449_304:11	x	UNI(UNI)	
POwgd449_304:12	x	UNI(UNI)	
POwgd449_304:13	and	CC(CC)	and
POwgd449_304:14	then	RB(RB)	then

POwgd449_305:1	but	CC(CC)	but
POwgd449_305:2	it	PP(PP)	it
POwgd449_305:3	's	VBS(VBS)	be
POwgd449_305:4	it	PP(PP)	it
POwgd449_305:5	's	VBS(VBS)	be
POwgd449_305:6	nice	JJ(JJ)	nice
POwgd449_305:7	to	TO(TO)	to
POwgd449_305:8	be	VB(VB)	be
POwgd449_305:9	to	TO(TO)	to
POwgd449_305:10	be	VB(VB)	be
POwgd449_305:11	_0	PA(PA)	

POwgd449_306:1	after	IN(IN)	after
POwgd449_306:2	the	DT(DT)	the

POwgd449_307:1	i	PP(PP)	i
POwgd449_307:2	know	VVP(VVP)	know
POwgd449_307:3	_0	PA(PA)	

POwgd449_308:1	xx	UNI(UNI)	
POwgd449_308:2	x	UNI(UNI)	
POwgd449_308:3	presentation	NN(NN)	presentation
POwgd449_308:4	could	MD(MD)	can
POwgd449_308:5	simply	RB(RB)	simply
POwgd449_308:6	be	VB(VB)	be

POwgd449_309:1	yeah	RE(RE)	yeah

POwgd449_310:1	you	PP(DM)	you
POwgd449_310:2	know	VVP(DM)	know
POwgd449_310:3	and	CC(CC)	and
POwgd449_310:4	erm	UH(UH)	erm
POwgd449_310:5	_0	PA(PA)	
POwgd449_310:6	and	CC(CC)	and
POwgd449_310:7	then	RB(RB)	then
POwgd449_310:8	send	VV(VV)	send
POwgd449_310:9	_2	PA(PA)	
POwgd449_310:10	just	RB(RB)	just
POwgd449_310:11	_0	PA(PA)	
POwgd449_310:12	looking	VVG(VVG)	look
POwgd449_310:13	internet	NN(NN)	internet
POwgd449_310:14	it	PP(PP)	it
POwgd449_310:15	's	VBS(VBS)	be
POwgd449_310:16	time	NN(NN)	time
POwgd449_310:17	you	PP(PP)	you
POwgd449_310:18	see	VVP(VVP)	see
POwgd449_310:19	something	NN(NN)	something
POwgd449_310:20	xxxx	UNI(UNI)	

POwgd449_311:1	yeah	RE(RE)	yeah

POwgd449_312:1	you	PP(PP)	you
POwgd449_312:2	do	VVP(VVP)	do
POwgd449_312:3	n't	RB(RB)	not

POwgd449_313:1	yeah	RE(RE)	yeah

POwgd449_314:1	it	PP(PP)	it
POwgd449_314:2	's	VBS(VBS)	be
POwgd449_314:3	it	PP(PP)	it
POwgd449_314:4	's	VBS(VBS)	be
POwgd449_314:5	_1	PA(PA)	

POwgd449_315:1	i	PP(PP)	i
POwgd449_315:2	do	VVP(VVP)	do
POwgd449_315:3	n't	RB(RB)	not
POwgd449_315:4	think	VV(VV)	think
POwgd449_315:5	they	PP(PP)	they
POwgd449_315:6	can	MD(MD)	can
POwgd449_315:7	see	VV(VV)	see
POwgd449_315:8	_2	PA(PA)	
POwgd449_315:9	it	PP(PP)	it
POwgd449_315:10	be	VB(VB)	be
POwgd449_315:11	forever	RB(RB)	forever
POwgd449_315:12	er	UH(UH)	er
POwgd449_315:13	_0	PA(PA)	
POwgd449_315:14	i	PP(PP)	i
POwgd449_315:15	do	VVP(VVP)	do
POwgd449_315:16	n't	RB(RB)	not
POwgd449_315:17	think	VV(VV)	think
POwgd449_315:18	they	PP(PP)	they
POwgd449_315:19	can	MD(MD)	can
POwgd449_315:20	one	CD(CD)	one
POwgd449_315:21	_0	PA(PA)	
POwgd449_315:22	er	UH(UH)	er
POwgd449_315:23	there	EX(EX)	there
POwgd449_315:24	was	VBD(VBD)	be
POwgd449_315:25	er	UH(UH)	er
POwgd449_315:26	er	UH(UH)	er
POwgd449_315:27	a	DT(DT)	a
POwgd449_315:28	very	RB(RB)	very
POwgd449_315:29	_0	PA(PA)	
POwgd449_315:30	important	JJ(JJ)	important
POwgd449_315:31	task	NN(NN)	task
POwgd449_315:32	for	IN(IN)	for
POwgd449_315:33	national	JJ(JJ)	national
POwgd449_315:34	x	UNI(UNI)	
POwgd449_315:35	for	IN(IN)	for
POwgd449_315:36	everybody	NN(NN)	everybody
POwgd449_315:37	who	PRE(PRE)	who
POwgd449_315:38	was	VBD(VBD)	be
POwgd449_315:39	involved	VVN(VVN)	involve
POwgd449_315:40	in	IN(IN)	in
POwgd449_315:41	a	DT(DT)	a
POwgd449_315:42	project	NN(NN)	project
POwgd449_315:43	_0	PA(PA)	
POwgd449_315:44	to	TO(TO)	to
POwgd449_315:45	collect	VV(VV)	collect
POwgd449_315:46	all	PDT(PDT)	all
POwgd449_315:47	the	DT(DT)	the
POwgd449_315:48	materials	NNS(NNS)	material
POwgd449_315:49	_0	PA(PA)	
POwgd449_315:50	to	TO(TO)	to
POwgd449_315:51	put	VV(VV)	put
POwgd449_315:52	them	PP(PP)	they
POwgd449_315:53	_0	PA(PA)	
POwgd449_315:54	kind	NN(NN)	kind
POwgd449_315:55	of	IN(IN)	of
POwgd449_315:56	portfolio	NN(NN)	portfolio
POwgd449_315:57	_0	PA(PA)	
POwgd449_315:58	for	IN(IN)	for
POwgd449_315:59	the	DT(DT)	the
POwgd449_315:60	exhibition	NN(NN)	exhibition
POwgd449_315:61	of	IN(IN)	of
POwgd449_315:62	the	DT(DT)	the
POwgd449_315:63	best	JJS(JJS)	good
POwgd449_315:64	er	UH(UH)	er
POwgd449_315:65	practice	NN(NN)	practice
POwgd449_315:66	and	CC(CC)	and
POwgd449_315:67	product	NN(NN)	product

POwgd449_316:1	mhm	RE(RE)	mhm

POwgd449_317:1	and	CC(CC)	and
POwgd449_317:2	everything	NN(NN)	everything
POwgd449_317:3	one	CD(CD)	one
POwgd449_317:4	_0	PA(PA)	

POwgd449_318:1	mhm	RE(RE)	mhm

POwgd449_319:1	and	CC(CC)	and
POwgd449_319:2	er	UH(UH)	er
POwgd449_319:3	we	PP(PP)	we
POwgd449_319:4	_0	PA(PA)	
POwgd449_319:5	gathered	VVD(VVD)	gather
POwgd449_319:6	most	RBS(RBS)	most
POwgd449_319:7	important	JJ(JJ)	important
POwgd449_319:8	things	NNS(NNS)	thing
POwgd449_319:9	we	PP(PP)	we
POwgd449_319:10	have	VHP(VHP)	have
POwgd449_319:11	produced	VVN(VVN)	produce
POwgd449_319:12	in	IN(IN)	in
POwgd449_319:13	the	DT(DT)	the
POwgd449_319:14	project	NN(NN)	project
POwgd449_319:15	_0	PA(PA)	
POwgd449_319:16	and	CC(CC)	and
POwgd449_319:17	then	RB(RB)	then
POwgd449_319:18	_0	PA(PA)	
POwgd449_319:19	they	PP(PP)	they
POwgd449_319:20	were	VBD(VBD)	be
POwgd449_319:21	advertised	VVN(VVN)	advertise
POwgd449_319:22	_0	PA(PA)	
POwgd449_319:23	some	DT(DT)	some
POwgd449_319:24	would	MD(MD)	will
POwgd449_319:25	be	VB(VB)	be
POwgd449_319:26	advertised	VVN(VVN)	advertise
POwgd449_319:27	some	DT(DT)	some
POwgd449_319:28	_0	PA(PA)	
POwgd449_319:29	er	UH(UH)	er
POwgd449_319:30	were	VBD(VBD)	be
POwgd449_319:31	like	IN(IN)	like
POwgd449_319:32	that	DT(DT)	that

POwgd449_320:1	mhm	RE(RE)	mhm

POwgd449_321:1	yah	RE(RE)	yah
POwgd449_321:2	one	NN(NN)	one
POwgd449_321:3	_0	PA(PA)	
POwgd449_321:4	and	CC(CC)	and
POwgd449_321:5	the	DT(DT)	the
POwgd449_321:6	next	JJ(JJ)	next
POwgd449_321:7	one	NN(NN)	one
POwgd449_321:8	_0	PA(PA)	
POwgd449_321:9	was	VBD(VBD)	be
POwgd449_321:10	the	DT(DT)	the
POwgd449_321:11	people	NNS(NNS)	people
POwgd449_321:12	involved	VVN(VVN)	involve
POwgd449_321:13	_0	PA(PA)	
POwgd449_321:14	i	PP(PP)/PP(DM)	i
POwgd449_321:15	mean	VVP(VVP)/VVP(DM)	mean
POwgd449_321:16	also	RB(RB)	also
POwgd449_321:17	companies	NNS(NNS)	company
POwgd449_321:18	not	RB(RB)	not
POwgd449_321:19	only	RB(RB)	only
POwgd449_321:20	schools	NNS(NNS)	school
POwgd449_321:21	_0	PA(PA)	
POwgd449_321:22	when	WRB(WRB)	when
POwgd449_321:23	you	PP(PP)	you
POwgd449_321:24	finish	VVP(VVP)	finish
POwgd449_321:25	a	DT(DT)	a
POwgd449_321:26	project	NN(NN)	project
POwgd449_321:27	you	PP(PP)	you
POwgd449_321:28	will	MD(MD)	will
POwgd449_321:29	have	VH(VH)	have
POwgd449_321:30	a	DT(DT)	a
POwgd449_321:31	kind	NN(NN)	kind
POwgd449_321:32	of	IN(IN)	of
POwgd449_321:33	a	DT(DT)	a
POwgd449_321:34	_0	PA(PA)	
POwgd449_321:35	other	JJ(JJ)	other
POwgd449_321:36	study	NN(NN)	study
POwgd449_321:37	diploma	NN(NN)	diploma
POwgd449_321:38	something	NN(NN)	something
POwgd449_321:39	_0	PA(PA)	
POwgd449_321:40	then	RB(RB)	then
POwgd449_321:41	_0	PA(PA)	
POwgd449_321:42	erm	UH(UH)	erm
POwgd449_321:43	_0	PA(PA)	
POwgd449_321:44	those	DT(DT)	those
POwgd449_321:45	things	NNS(NNS)	thing
POwgd449_321:46	_0	PA(PA)	
POwgd449_321:47	are	VBP(VBP)	be
POwgd449_321:48	part	NN(NN)	part
POwgd449_321:49	of	IN(IN)	of
POwgd449_321:50	er	UH(UH)	er
POwgd449_321:51	_3	PA(PA)	
POwgd449_321:52	all	DT(DT)	all
POwgd449_321:53	of	IN(IN)	of
POwgd449_321:54	the	DT(DT)	the
POwgd449_321:55	things	NNS(NNS)	thing
POwgd449_321:56	you	PP(PP)	you
POwgd449_321:57	can	MD(MD)	can
POwgd449_321:58	boast	VV(VV)	boast
POwgd449_321:59	about	IN(IN)	about

POwgd449_322:1	you	PP(PP)	you
POwgd449_322:2	've	VHP(VHP)	have
POwgd449_322:3	gone	VVN(VVN)	go
POwgd449_322:4	quiet	JJ(JJ)	quiet
POwgd449_322:5	have	VHP(VHP)	have
POwgd449_322:6	we	PP(PP)	we
POwgd449_322:7	finished	VVN(VVN)	finish

POwgd449_323:1	no	RE(RE)	no
POwgd449_323:2	a_[S2]	NP(NP)	
POwgd449_323:3	is	VBZ(VBZ)	be
POwgd449_323:4	talking	VVG(VVG)	talk

POwgd449_324:1	no	RE(RE)	no
POwgd449_324:2	no	RE(RE)	no
POwgd449_324:3	no	RE(RE)	no
POwgd449_324:4	_0	PA(PA)	
POwgd449_324:5	you	PP(PP)	you
POwgd449_324:6	can	MD(MD)	can
POwgd449_324:7	you	PP(PP)	you
POwgd449_324:8	can	MD(MD)	can
POwgd449_324:9	really	RB(RB)	really
POwgd449_324:10	boast	VV(VV)	boast
POwgd449_324:11	about	IN(IN)	about
POwgd449_324:12	because	IN(IN)	because
POwgd449_324:13	you	PP(PP)	you
POwgd449_324:14	did	VVD(VVD)	do
POwgd449_324:15	something	NN(NN)	something
POwgd449_324:16	and	CC(CC)	and
POwgd449_324:17	that	DT(DT)	that
POwgd449_324:18	xx	UNI(UNI)	
POwgd449_324:19	european	NP(NP)	european
POwgd449_324:20	union	NP(NP)	union
POwgd449_324:21	and	CC(CC)	and
POwgd449_324:22	they	PP(PP)	they

POwgd449_325:1	yeah	RE(RE)	yeah

POwgd449_326:1	so	DM(DM)	so

POwgd449_327:1	advertise	VVP(VVP)	advertise
POwgd449_327:2	them	PP(PP)	they
POwgd449_327:3	there	RB(RB)	there

POwgd449_328:1	you	PP(PP)	you
POwgd449_328:2	_0	PA(PA)	

POwgd449_329:1	but	CC(CC)	but
POwgd449_329:2	the	DT(DT)	the
POwgd449_329:3	company	NN(NN)	company
POwgd449_329:4	said	VVD(VVD)	say
POwgd449_329:5	we	PP(PP)	we
POwgd449_329:6	were	VBD(VBD)	be
POwgd449_329:7	part	NN(NN)	part
POwgd449_329:8	of	IN(IN)	of
POwgd449_329:9	this	DT(DT)	this

POwgd449_330:1	so	DM(DM)	so
POwgd449_330:2	you	PP(PP)	you
POwgd449_330:3	you	PP(PP)	you
POwgd449_330:4	_0	PA(PA)	

POwgd449_331:1	you	PP(PP)	you
POwgd449_331:2	just	RB(RB)	just
POwgd449_331:3	played	VVD(VVD)	play
POwgd449_331:4	your	PP$(PP$)	you
POwgd449_331:5	your	PP$(PP$)	you
POwgd449_331:6	results	NNS(NNS)	result
POwgd449_331:7	on	IN(IN)	on
POwgd449_331:8	a	DT(DT)	a
POwgd449_331:9	_0	PA(PA)	
POwgd449_331:10	on	IN(IN)	on
POwgd449_331:11	erm	UH(UH)	erm
POwgd449_331:12	well	DM(DM)	well
POwgd449_331:13	there	EX(EX)	there
POwgd449_331:14	was	VBD(VBD)	be
POwgd449_331:15	a	DT(DT)	a
POwgd449_331:16	a_[name2]	NP(NP)	
POwgd449_331:17	erm	UH(UH)	erm
POwgd449_331:18	gathering	VVG(NN)	gather/gathering
POwgd449_331:19	or	CC(CC)	or
POwgd449_331:20	something	NN(NN)	something
POwgd449_331:21	_0	PA(PA)	

POwgd449_332:1	i	PP(PP)	i
POwgd449_332:2	do	VVP(VVP)	do
POwgd449_332:3	n't	RB(RB)	not
POwgd449_332:4	know	VV(VV)	know
POwgd449_332:5	_0	PA(PA)	
POwgd449_332:6	we	PP(PP)	we
POwgd449_332:7	had	VHD(VHD)	have
POwgd449_332:8	this	DT(DT)	this
POwgd449_332:9	_0	PA(PA)	
POwgd449_332:10	yah	RE(RE)	yah
POwgd449_332:11	they	PP(PP)	they
POwgd449_332:12	made	VVD(VVD)	make
POwgd449_332:13	it	PP(PP)	it
POwgd449_332:14	at	IN(IN)	at
POwgd449_332:15	national	JJ(JJ)	national
POwgd449_332:16	exhibition	NN(NN)	exhibition

POwgd449_333:1	yeah	RE(RE)	yeah

POwgd449_334:1	yeah	RE(RE)	yeah
POwgd449_334:2	_0	PA(PA)	
POwgd449_334:3	oh	UH(UH)	oh
POwgd449_334:4	yah	RE(RE)	yah
POwgd449_334:5	_0	PA(PA)	
POwgd449_334:6	well	DM(DM)	well
POwgd449_334:7	but	CC(CC)	but
POwgd449_334:8	it	PP(PP)	it
POwgd449_334:9	was	VBD(VBD)	be
POwgd449_334:10	about	IN(IN)	about

POwgd449_335:1	yah	RE(RE)	yah

POwgd449_336:1	other	JJ(JJ)	other
POwgd449_336:2	projects	NNS(NNS)	project
POwgd449_336:3	er	UH(UH)	er
POwgd449_336:4	with	IN(IN)	with
POwgd449_336:5	breakfast	NN(NN)	breakfast

POwgd449_337:1	er	UH(UH)	er
POwgd449_337:2	i	PP(DM)	i
POwgd449_337:3	mean	VVP(DM)	mean
POwgd449_337:4	it	PP(PP)	it
POwgd449_337:5	it	PP(PP)	it
POwgd449_337:6	was	VBD(VBD)	be
POwgd449_337:7	a	DT(DT)	a
POwgd449_337:8	a_[name1]	NP(NP)	
POwgd449_337:9	project	NN(NN)	project

POwgd449_338:1	well	DM(DM)	well

POwgd449_339:1	now	RB(RB)	now
POwgd449_339:2	a_[firstname2]	NP(NP)	
POwgd449_339:3	must	MD(MD)	must
POwgd449_339:4	have	VH(VH)	have
POwgd449_339:5	said	VVN(VVN)	say

POwgd449_340:1	yeah	RE(RE)	yeah

POwgd449_341:1	yeah	RE(RE)	yeah
POwgd449_341:2	well	DM(DM)	well
POwgd449_341:3	probably	RB(RB)	probably

POwgd449_342:1	and	CC(CC)	and
POwgd449_342:2	put	VVN(VVN)	put
POwgd449_342:3	it	PP(PP)	it
POwgd449_342:4	on	IN(IN)	on
POwgd449_342:5	the	DT(DT)	the
POwgd449_342:6	web	NN(NN)	web

POwgd449_343:1	but	CC(CC)	but
POwgd449_343:2	that	DT(DT)	that
POwgd449_343:3	's	VBS(VBS)	be
POwgd449_343:4	what	WP(WP)	what
POwgd449_343:5	we	PP(PP)	we
POwgd449_343:6	are	VBP(VBP)	be
POwgd449_343:7	doing	VVG(VVG)	do
POwgd449_343:8	already	RB(RB)	already
POwgd449_343:9	_0	PA(PA)	
POwgd449_343:10	that	DT(DT)	that
POwgd449_343:11	that	DT(DT)	that
POwgd449_343:12	's	VBS(VBS)	be
POwgd449_343:13	what	WP(WP)	what
POwgd449_343:14	_0	PA(PA)	
POwgd449_343:15	projects	NNS(NNS)	project
POwgd449_343:16	doing	VVG(VVG)	do
POwgd449_343:17	as	RB(RB)	as
POwgd449_343:18	well	RB(RB)	well
POwgd449_343:19	_0	PA(PA)	
POwgd449_343:20	it	PP(PP)	it
POwgd449_343:21	's	VBS(VBS)	be
POwgd449_343:22	it	PP(PP)	it
POwgd449_343:23	's	VBS(VBS)	be
POwgd449_343:24	going	VVG(VVG)	go
POwgd449_343:25	automatically	RB(RB)	automatically
POwgd449_343:26	to	IN(IN)	to
POwgd449_343:27	er	UH(UH)	er
POwgd449_343:28	_1	PA(PA)	
POwgd449_343:29	a_[name2]	NP(NP)	
POwgd449_343:30	so	DM(DM)	so
POwgd449_343:31	_0	PA(PA)	
POwgd449_343:32	there	EX(EX)	there
POwgd449_343:33	's	VBS(VBS)	be
POwgd449_343:34	not	RB(RB)	not

POwgd449_344:1	but	CC(CC)	but
POwgd449_344:2	on	IN(IN)	on
POwgd449_344:3	the	DT(DT)	the
POwgd449_344:4	web	NN(NN)	web
POwgd449_344:5	or	CC(CC)	or
POwgd449_344:6	things	NNS(NNS)	thing
POwgd449_344:7	like	IN(IN)	like

POwgd449_345:1	yeah	RE(RE)	yeah

POwgd449_346:1	that	DT(DT)	that
POwgd449_346:2	yeah	RE(RE)	yeah
POwgd449_346:3	and	CC(CC)	and
POwgd449_346:4	then	RB(RB)	then
POwgd449_346:5	_0	PA(PA)	
POwgd449_346:6	at	IN(IN)	at
POwgd449_346:7	each	DT(DT)	each
POwgd449_346:8	company	NN(NN)	company
POwgd449_346:9	_0	PA(PA)	
POwgd449_346:10	the	DT(DT)	the
POwgd449_346:11	_0	PA(PA)	
POwgd449_346:12	company	NN(NN)	company
POwgd449_346:13	that	PRE(PRE)	that
POwgd449_346:14	made	VVD(VVD)	make
POwgd449_346:15	er	UH(UH)	er
POwgd449_346:16	_0	PA(PA)	
POwgd449_346:17	reservation	NN(NN)	reservation
POwgd449_346:18	the	DT(DT)	the
POwgd449_346:19	booking	VVG(NN)	book/booking
POwgd449_346:20	er	UH(UH)	er
POwgd449_346:21	everything	NN(NN)	everything
POwgd449_346:22	they	PP(PP)	they
POwgd449_346:23	_0	PA(PA)	

POwgd449_347:1	mhm	RE(RE)	mhm

POwgd449_348:1	have	VHP(VHP)	have
POwgd449_348:2	this	DT(DT)	this
POwgd449_348:3	kind	NN(NN)	kind
POwgd449_348:4	of	IN(IN)	of
POwgd449_348:5	common	JJ(JJ)	common
POwgd449_348:6	approaches	NNS(NNS)	approach
POwgd449_348:7	of	IN(IN)	of
POwgd449_348:8	international	JJ(JJ)	international
POwgd449_348:9	were	VBD(VBD)	be
POwgd449_348:10	involved	VVN(VVN)	involve
POwgd449_348:11	is	VBZ(VBZ)	be
POwgd449_348:12	_0	PA(PA)	
POwgd449_348:13	so	DM(DM)	so
POwgd449_348:14	the	DT(DT)	the
POwgd449_348:15	importance	NN(NN)	importance
POwgd449_348:16	of	IN(IN)	of
POwgd449_348:17	this	DT(DT)	this
POwgd449_348:18	is	VBZ(VBZ)	be
POwgd449_348:19	right	JJ(JJ)	right
POwgd449_348:20	great	JJ(JJ)	great
POwgd449_348:21	_0	PA(PA)	

POwgd449_349:1	wh-	XX(XX)	

POwgd449_350:1	i	PP(DM)	i
POwgd449_350:2	mean	VVP(DM)	mean
POwgd449_350:3	if	IN(IN)	if
POwgd449_350:4	you	PP(PP)	you
POwgd449_350:5	have	VHP(VHP)	have
POwgd449_350:6	n't	RB(RB)	not
POwgd449_350:7	been	VBN(VBN)	be

POwgd449_351:1	xxx	UNI(UNI)	
POwgd449_351:2	xx	UNI(UNI)	

POwgd449_352:1	yeah	RE(RE)	yeah
POwgd449_352:2	_0	PA(PA)	
POwgd449_352:3	shall	MD(MD)	shall
POwgd449_352:4	we	PP(PP)	we
POwgd449_352:5	shall	MD(MD)	shall
POwgd449_352:6	we	PP(PP)	we
POwgd449_352:7	move	VV(VV)	move
POwgd449_352:8	to	IN(IN)	to
POwgd449_352:9	language	NN(NN)	language
POwgd449_352:10	learning	VVG(NN)	learn/learning
POwgd449_352:11	because	IN(IN)	because
POwgd449_352:12	we	PP(PP)	we
POwgd449_352:13	still	RB(RB)	still
POwgd449_352:14	have	VHP(VHP)	have
POwgd449_352:15	to	TO(TO)	to
POwgd449_352:16	cover	VV(VV)	cover
POwgd449_352:17	that	DT(DT)	that
POwgd449_352:18	_0	PA(PA)	
POwgd449_352:19	and	CC(CC)	and
POwgd449_352:20	then	RB(RB)	then
POwgd449_352:21	_0	PA(PA)	
POwgd449_352:22	we	PP(PP)	we
POwgd449_352:23	've	VHP(VHP)	have
POwgd449_352:24	got	VVN(VVN)	get
POwgd449_352:25	six	CD(CD)	six
POwgd449_352:26	points	NNS(NNS)	point
POwgd449_352:27	for	IN(IN)	for
POwgd449_352:28	dissemination	NN(NN)	dissemination

POwgd449_353:1	yeah	RE(RE)	yeah
POwgd449_353:2	_1	PA(PA)	

POwgd449_354:1	language	NN(NN)	language
POwgd449_354:2	learning	VVG(NN)	learn/learning

POwgd449_355:1	me	PP(PP)	i
POwgd449_355:2	too	RB(RB)	too

POwgd449_356:1	er	UH(UH)	er

POwgd449_357:1	time	NN(NN)	time
POwgd449_357:2	is	VBZ(VBZ)	be
POwgd449_357:3	limited	JJ(JJ)	limited
POwgd449_357:4	_0	PA(PA)	
POwgd449_357:5	so	DM(DM)	so
POwgd449_357:6	@@	LA(LA)	

POwgd449_358:1	yeah	RE(RE)	yeah
POwgd449_358:2	_0	PA(PA)	
POwgd449_358:3	how	WRB(WRB)	how
POwgd449_358:4	much	RB(RB)	much
POwgd449_358:5	longer	JJR(JJR)	long
POwgd449_358:6	do	VVP(VVP)	do
POwgd449_358:7	you	PP(PP)	you
POwgd449_358:8	want	VV(VV)	want
POwgd449_358:9	to	TO(TO)	to
POwgd449_358:10	spend	VV(VV)	spend
POwgd449_358:11	on	IN(IN)	on
POwgd449_358:12	this	DT(DT)	this
POwgd449_358:13	_1	PA(PA)	

POwgd449_359:1	let	VV(VV)	let
POwgd449_359:2	's	PP(PP)	we
POwgd449_359:3	say	VV(VV)	say
POwgd449_359:4	ten	CD(CD)	ten
POwgd449_359:5	minutes	NNS(NNS)	minute
POwgd449_359:6	_2	PA(PA)	

POwgd449_360:1	yeah	RE(RE)	yeah
POwgd449_360:2	another	DT(DT)	another
POwgd449_360:3	ten	CD(CD)	ten
POwgd449_360:4	minutes	NNS(NNS)	minute
