POmtg316_1:1	let	VV(VV)	let
POmtg316_28:3	there	EX(EX)	there
POmtg316_28:4	was	VBD(VBD)	be
POmtg316_28:5	the	DT(DT)	the
POmtg316_28:6	question	NN(NN)	question
POmtg316_28:7	of	IN(IN)	of
POmtg316_28:8	tutoring	VVG(VVG)	tutor
POmtg316_28:9	wi-	XX(XX)	
POmtg316_28:10	will	MD(MD)	will
POmtg316_28:11	will	MD(MD)	will
POmtg316_28:12	there	EX(EX)	there
POmtg316_28:13	be	VB(VB)	be
POmtg316_28:14	_1	PA(PA)	
POmtg316_28:15	tutoring	VVG(VVG)	tutor
POmtg316_28:16	_1	PA(PA)	
POmtg316_28:17	in	IN(IN)	in
POmtg316_28:18	place	NN(NN)	place
POmtg316_28:19	as	RB(RB)	as
POmtg316_28:20	well	RB(RB)	well
POmtg316_28:21	_0	PA(PA)	
POmtg316_28:22	as	IN(IN)	as
POmtg316_28:23	a	DT(DT)	a
POmtg316_28:24	as	IN(IN)	as
POmtg316_28:25	a	DT(DT)	a
POmtg316_28:26	teaching	VVG(NN)	teach/teaching
POmtg316_28:27	method	NN(NN)	method
POmtg316_28:28	_0	PA(PA)	
POmtg316_28:29	the	DT(DT)	the
POmtg316_28:30	third	JJ(JJ)	third
POmtg316_28:31	batch	NN(NN)	batch
POmtg316_28:32	of	IN(IN)	of
POmtg316_28:33	questions	NNS(NNS)	question
POmtg316_28:34	will	MD(MD)	will
POmtg316_28:35	consist	VV(VV)	consist
POmtg316_28:36	er	UH(UH)	er
POmtg316_28:37	will	MD(MD)	will
POmtg316_28:38	concern	VV(VV)	concern
POmtg316_28:39	mobility	NN(NN)	mobility
POmtg316_28:40	both	CC(CC)	both
POmtg316_28:41	staff	NN(NN)	staff
POmtg316_28:42	mobility	NN(NN)	mobility
POmtg316_28:43	and	CC(CC)	and
POmtg316_28:44	student	NN(NN)	student
POmtg316_28:45	mobility	NN(NN)	mobility
POmtg316_28:46	_1	PA(PA)	

POmtg316_29:1	hhh	BR(BR)	

POmtg316_30:1	er	UH(UH)	er
POmtg316_30:2	_0	PA(PA)	
POmtg316_30:3	such	DT(DT)	such
POmtg316_30:4	questions	NNS(NNS)	question
POmtg316_30:5	have	VHP(VHP)	have
POmtg316_30:6	er	UH(UH)	er
POmtg316_30:7	_0	PA(PA)	
POmtg316_30:8	resulted	VVN(VVN)	result
POmtg316_30:9	_0	PA(PA)	
POmtg316_30:10	erm	UH(UH)	erm
POmtg316_30:11	_5	PA(PA)	
POmtg316_30:12	how	WRB(WRB)	how
POmtg316_30:13	will	MD(MD)	will
POmtg316_30:14	a	DT(DT)	a
POmtg316_30:15	period	NN(NN)	period
POmtg316_30:16	of	IN(IN)	of
POmtg316_30:17	study	NN(NN)	study
POmtg316_30:18	completed	VVN(VVN)	complete
POmtg316_30:19	in	IN(IN)	in
POmtg316_30:20	a	DT(DT)	a
POmtg316_30:21	partner	NN(NN)	partner
POmtg316_30:22	institution	NN(NN)	institution
POmtg316_30:23	_1	PA(PA)	
POmtg316_30:24	be	VB(VB)	be
POmtg316_30:25	recognized	VVN(VVN)	recognize
POmtg316_30:26	_0	PA(PA)	
POmtg316_30:27	in	IN(IN)	in
POmtg316_30:28	the	DT(DT)	the
POmtg316_30:29	home	JJ(JJ)	home
POmtg316_30:30	institution	NN(NN)	institution
POmtg316_30:31	_0	PA(PA)	
POmtg316_30:32	what	WP(WP)	what
POmtg316_30:33	will	MD(MD)	will
POmtg316_30:34	be	VB(VB)	be
POmtg316_30:35	the	DT(DT)	the
POmtg316_30:36	extent	NN(NN)	extent
POmtg316_30:37	of	IN(IN)	of
POmtg316_30:38	optional	JJ(JJ)	optional
POmtg316_30:39	slash	NN(NN)	slash
POmtg316_30:40	compulsory	JJ(JJ)	compulsory
POmtg316_30:41	_0	PA(PA)	
POmtg316_30:42	er	UH(UH)	er
POmtg316_30:43	mobility	NN(NN)	mobility
POmtg316_30:44	within	IN(IN)	within
POmtg316_30:45	the	DT(DT)	the
POmtg316_30:46	x	UNI(UNI)	
POmtg316_30:47	_2	PA(PA)	
POmtg316_30:48	erm	UH(UH)	erm
POmtg316_30:49	what	WDT(WDT)	what
POmtg316_30:50	proportion	NN(NN)	proportion
POmtg316_30:51	of	IN(IN)	of
POmtg316_30:52	the	DT(DT)	the
POmtg316_30:53	_0	PA(PA)	
POmtg316_30:54	curriculum	NN(NN)	curriculum
POmtg316_30:55	_1	PA(PA)	
POmtg316_30:56	er	UH(UH)	er
POmtg316_30:57	will	MD(MD)	will
POmtg316_30:58	be	VB(VB)	be
POmtg316_30:59	covered	VVN(VVN)	cover
POmtg316_30:60	er	UH(UH)	er
POmtg316_30:61	_2	PA(PA)	
POmtg316_30:62	by	IN(IN)	by
POmtg316_30:63	a	DT(DT)	a
POmtg316_30:64	guest	NN(NN)	guest
POmtg316_30:65	teaching	VVG(NN)	teach/teaching
POmtg316_30:66	professor	NN(NN)	professor
POmtg316_30:67	_0	PA(PA)	
POmtg316_30:68	by	IN(IN)	by
POmtg316_30:69	by	IN(IN)	by
POmtg316_30:70	a	DT(DT)	a
POmtg316_30:71	guest	NN(NN)	guest
POmtg316_30:72	teaching	VVG(NN)	teach/teaching
POmtg316_30:73	staff	NN(NN)	staff
POmtg316_30:74	i	PP(PP)	i
POmtg316_30:75	said	VVD(VVD)	say
POmtg316_30:76	here	RB(RB)	here
POmtg316_30:77	so	DM(DM)/RB(RB)	so
POmtg316_30:78	by	IN(IN)	by
POmtg316_30:79	a	DT(DT)	a
POmtg316_30:80	guest	NN(NN)	guest
POmtg316_30:81	professor	NN(NN)	professor
POmtg316_30:82	_0	PA(PA)	
POmtg316_30:83	what	WDT(WDT)	what
POmtg316_30:84	proportion	NN(NN)	proportion
POmtg316_30:85	of	IN(IN)	of
POmtg316_30:86	program	NN(NN)	program
POmtg316_30:87	is	VBZ(VBZ)	be
POmtg316_30:88	realized	VVN(VVN)	realize
POmtg316_30:89	would	MD(MD)	will
POmtg316_30:90	be	VB(VB)	be
POmtg316_30:91	realized	VVN(VVN)	realize
POmtg316_30:92	abroad	RB(RB)	abroad
POmtg316_30:93	_0	PA(PA)	
POmtg316_30:94	we	PP(PP)	we
POmtg316_30:95	have	VHP(VHP)	have
POmtg316_30:96	thought	VVN(VVN)	think
POmtg316_30:97	thought	VVN(VVN)	think
POmtg316_30:98	the-	XX(XX)	
POmtg316_30:99	the-	XX(XX)	
POmtg316_30:100	the-	XX(XX)	
POmtg316_30:101	the-	XX(XX)	
POmtg316_30:102	the-	XX(XX)	
POmtg316_30:103	there	EX(EX)	there
POmtg316_30:104	were	VBD(VBD)	be
POmtg316_30:105	voices	NNS(NNS)	voice
POmtg316_30:106	like	IN(IN)	like
POmtg316_30:107	that	DT(DT)/IN(IN)	that
POmtg316_30:108	here	RB(RB)	here
POmtg316_30:109	that	IN(IN)	that
POmtg316_30:110	at	RB(RB)	at
POmtg316_30:111	least	RB(RB)	least
POmtg316_30:112	one	CD(CD)	one
POmtg316_30:113	semester	NN(NN)	semester
POmtg316_30:114	should	MD(MD)	shall
POmtg316_30:115	be	VB(VB)	be
POmtg316_30:116	_0	PA(PA)	
POmtg316_30:117	executed	VVN(VVN)	execute
POmtg316_30:118	abroad	RB(RB)	abroad
POmtg316_30:119	that	DT(DT)	that
POmtg316_30:120	is	VBZ(VBZ)	be
POmtg316_30:121	thirty	CD(CD)	thirty
POmtg316_30:122	credit	NN(NN)	credit
POmtg316_30:123	points	NNS(NNS)	point
POmtg316_30:124	but	CC(CC)	but
POmtg316_30:125	perhaps	RB(RB)	perhaps
POmtg316_30:126	this	DT(DT)	this
POmtg316_30:127	is	VBZ(VBZ)	be
POmtg316_30:128	too	RB(RB)	too
POmtg316_30:129	_0	PA(PA)	
POmtg316_30:130	categorical	JJ(JJ)	categorical
POmtg316_30:131	too	RB(RB)	too
POmtg316_30:132	rigorous	JJ(JJ)	rigorous
POmtg316_30:133	_0	PA(PA)	

POmtg316_31:1	hm	RE(RE)	hm

POmtg316_32:1	it	PP(PP)	it
POmtg316_32:2	will	MD(MD)	will
POmtg316_32:3	depend	VV(VV)	depend
POmtg316_32:4	on	IN(IN)	on
POmtg316_32:5	er	UH(UH)	er
POmtg316_32:6	_0	PA(PA)	
POmtg316_32:7	financial	JJ(JJ)	financial
POmtg316_32:8	resources	NNS(NNS)	resource
POmtg316_32:9	and	CC(CC)	and
POmtg316_32:10	opportunities	NNS(NNS)	opportunity
POmtg316_32:11	_0	PA(PA)	
POmtg316_32:12	and	CC(CC)	and
POmtg316_32:13	next	JJ(JJ)	next
POmtg316_32:14	batch	NN(NN)	batch
POmtg316_32:15	of	IN(IN)	of
POmtg316_32:16	questions	NNS(NNS)	question
POmtg316_32:17	concern	V(VVZ)	concern
POmtg316_32:18	language	NN(NN)	language
POmtg316_32:19	policy	NN(NN)	policy
POmtg316_32:20	_3	PA(PA)	

POmtg316_33:1	admission	NN(NN)	admission
POmtg316_33:2	cr-	XX(XX)	
POmtg316_33:3	criteria	NNS(NNS)	criterion
POmtg316_33:4	_0	PA(PA)	

POmtg316_34:1	what	WP(WP)	what

POmtg316_35:1	admission	NN(NN)	admission
POmtg316_35:2	criteria	NNS(NNS)	criterion
POmtg316_35:3	mhm	RE(RE)	mhm
POmtg316_35:4	_3	PA(PA)	

POmtg316_37:1	yeah	RE(RE)	yeah
POmtg316_37:2	put	VV(VV)	put
POmtg316_37:3	language	NN(NN)	language
POmtg316_37:4	er	UH(UH)	er
POmtg316_37:5	above	IN(IN)	above
POmtg316_37:6	admission	NN(NN)	admission
POmtg316_37:7	criteria	NNS(NNS)	criterion
POmtg316_37:8	but	CC(CC)	but
POmtg316_37:9	_0	PA(PA)	

POmtg316_38:1	er	UH(UH)	er

POmtg316_39:1	hm	RE(RE)	hm

POmtg316_40:1	m-	XX(XX)	
POmtg316_40:2	maybe	RB(RB)	maybe
POmtg316_40:3	the	DT(DT)	the
POmtg316_40:4	order	NN(NN)	order
POmtg316_40:5	in	IN(IN)	in
POmtg316_40:6	is	VBZ(VBZ)	be
POmtg316_40:7	not	RB(RB)	not
POmtg316_40:8	er	UH(UH)	er
POmtg316_40:9	the	DT(DT)	the
POmtg316_40:10	right	JJ(JJ)	right
POmtg316_40:11	one	NN(NN)	one
POmtg316_40:12	we	PP(PP)	we
POmtg316_40:13	can	MD(MD)	can
POmtg316_40:14	restructure	VV(VV)	restructure
POmtg316_40:15	it	PP(PP)	it
POmtg316_40:16	and	CC(CC)	and
POmtg316_40:17	reorder	VV(VV)	reorder
POmtg316_40:18	it	PP(PP)	it
POmtg316_40:19	anyway	RB(RB)	anyway
POmtg316_40:20	language	NN(NN)	language
POmtg316_40:21	policy	NN(NN)	policy
POmtg316_40:22	_0	PA(PA)	

POmtg316_41:1	oh	UH(UH)	oh

POmtg316_42:1	concerns	VVZ(VVZ)	concern
POmtg316_42:2	er	UH(UH)	er
POmtg316_42:3	_0	PA(PA)	
POmtg316_42:4	language	NN(NN)	language
POmtg316_42:5	of	IN(IN)	of
POmtg316_42:6	instruction	NN(NN)	instruction
POmtg316_42:7	and	CC(CC)	and
POmtg316_42:8	language	NN(NN)	language
POmtg316_42:9	of	IN(IN)	of
POmtg316_42:10	examination	NN(NN)	examination
POmtg316_42:11	what	WP(WP)	what
POmtg316_42:12	will	MD(MD)	will
POmtg316_42:13	be	VB(VB)	be
POmtg316_42:14	the	DT(DT)	the
POmtg316_42:15	language	NN(NN)	language
POmtg316_42:16	of	IN(IN)	of
POmtg316_42:17	instruction	NN(NN)	instruction
POmtg316_42:18	and	CC(CC)	and
POmtg316_42:19	what	WP(WP)	what
POmtg316_42:20	will	MD(MD)	will
POmtg316_42:21	be	VB(VB)	be
POmtg316_42:22	the	DT(DT)	the
POmtg316_42:23	language	NN(NN)	language
POmtg316_42:24	languages	NNS(NNS)	language
POmtg316_42:25	of	IN(IN)	of
POmtg316_42:26	examination	NN(NN)	examination
POmtg316_42:27	_0	PA(PA)	
POmtg316_42:28	maybe	RB(RB)	maybe
POmtg316_42:29	languages	NNS(NNS)	language
POmtg316_42:30	_0	PA(PA)	
POmtg316_42:31	of	IN(IN)	of
POmtg316_42:32	instruction	NN(NN)	instruction

POmtg316_43:1	good	JJ(JJ)	good
POmtg316_43:2	idea	NN(NN)	idea

POmtg316_44:1	mhm	RE(RE)	mhm
POmtg316_44:2	_1	PA(PA)	

POmtg316_45:1	er	UH(UH)	er
POmtg316_45:2	_1	PA(PA)	
POmtg316_45:3	do	VVP(VVP)	do
POmtg316_45:4	you	PP(PP)	you
POmtg316_45:5	give	VV(VV)	give
POmtg316_45:6	or	CC(CC)	or
POmtg316_45:7	are	VBP(VBP)	be
POmtg316_45:8	you	PP(PP)	you
POmtg316_45:9	going	VVG(VVG)	go
POmtg316_45:10	to	TO(TO)	to
POmtg316_45:11	give	VV(VV)	give
POmtg316_45:12	er	UH(UH)	er
POmtg316_45:13	_0	PA(PA)	
POmtg316_45:14	credits	NNS(NNS)	credit
POmtg316_45:15	for	IN(IN)	for
POmtg316_45:16	for	IN(IN)	for
POmtg316_45:17	language	NN(NN)	language
POmtg316_45:18	courses	NNS(NNS)	course
POmtg316_45:19	_0	PA(PA)	
POmtg316_45:20	will	MD(MD)	will
POmtg316_45:21	there	EX(EX)	there
POmtg316_45:22	be	VB(VB)	be
POmtg316_45:23	any	DT(DT)	any
POmtg316_45:24	language	NN(NN)	language
POmtg316_45:25	assistance	NN(NN)	assistance
POmtg316_45:26	or	CC(CC)	or
POmtg316_45:27	languages	NNS(NNS)	language
POmtg316_45:28	consultancy	NN(NN)	consultancy
POmtg316_45:29	er	UH(UH)	er
POmtg316_45:30	available	JJ(JJ)	available
POmtg316_45:31	_1	PA(PA)	
POmtg316_45:32	what	WP(WP)	what
POmtg316_45:33	_0	PA(PA)	
POmtg316_45:34	will	MD(MD)	will
POmtg316_45:35	be	VB(VB)	be
POmtg316_45:36	the	DT(DT)	the
POmtg316_45:37	language	NN(NN)	language
POmtg316_45:38	of	IN(IN)	of
POmtg316_45:39	er	UH(UH)	er
POmtg316_45:40	of	IN(IN)	of
POmtg316_45:41	the	DT(DT)	the
POmtg316_45:42	thesis	NN(NN)	thesis
POmtg316_45:43	_4	PA(PA)	
POmtg316_45:44	will	MD(MD)	will
POmtg316_45:45	there	EX(EX)	there
POmtg316_45:46	be	VB(VB)	be
POmtg316_45:47	_0	PA(PA)	
POmtg316_45:48	local	JJ(JJ)	local
POmtg316_45:49	language	NN(NN)	language
POmtg316_45:50	courses	NNS(NNS)	course
POmtg316_45:51	available	JJ(JJ)	available
POmtg316_45:52	_0	PA(PA)	
POmtg316_45:53	fee-paying	JJ(JJ)	fee-paying
POmtg316_45:54	or	CC(CC)	or
POmtg316_45:55	free	JJ(JJ)	free
POmtg316_45:56	of	IN(IN)	of
POmtg316_45:57	charge	NN(NN)	charge
POmtg316_45:58	extra	JJ(JJ)	extra
POmtg316_45:59	or	CC(CC)	or
POmtg316_45:60	or	CC(CC)	or
POmtg316_45:61	er	UH(UH)	er
POmtg316_45:62	_0	PA(PA)	
POmtg316_45:63	obligatory	JJ(JJ)	obligatory
POmtg316_45:64	perhaps	RB(RB)	perhaps
POmtg316_45:65	_3	PA(PA)	
POmtg316_45:66	next	JJ(JJ)	next
POmtg316_45:67	batch	NN(NN)	batch
POmtg316_45:68	_0	PA(PA)	
POmtg316_45:69	concerns	VVZ(VVZ)	concern
POmtg316_45:70	admission	NN(NN)	admission
POmtg316_45:71	_3	PA(PA)	
POmtg316_45:72	and	CC(CC)	and
POmtg316_45:73	the	DT(DT)	the
POmtg316_45:74	questions	NNS(NNS)	question
POmtg316_45:75	_0	PA(PA)	
POmtg316_45:76	to	TO(TO)	to
POmtg316_45:77	be	VB(VB)	be
POmtg316_45:78	asked	VVN(VVN)	ask
POmtg316_45:79	are	VBP(VBP)	be
POmtg316_45:80	as	IN(IN)	as
POmtg316_45:81	follows	VVZ(VVZ)	follow
POmtg316_45:82	what	WP(WP)	what
POmtg316_45:83	are	VBP(VBP)	be
POmtg316_45:84	the	DT(DT)	the
POmtg316_45:85	admission	NN(NN)	admission
POmtg316_45:86	criteria	NNS(NNS)	criterion
POmtg316_45:87	_2	PA(PA)	
POmtg316_45:88	who	WP(WP)	who
POmtg316_45:89	_0	PA(PA)	
POmtg316_45:90	makes	VVZ(VVZ)	make
POmtg316_45:91	admission	NN(NN)	admission
POmtg316_45:92	decisions	NNS(NNS)	decision
POmtg316_45:93	_2	PA(PA)	
POmtg316_45:94	what	WDT(WDT)	what
POmtg316_45:95	qualifications	NNS(NNS)	qualification
POmtg316_45:96	and	CC(CC)	and
POmtg316_45:97	_3	PA(PA)	
POmtg316_45:98	qualities	NNS(NNS)	quality
POmtg316_45:99	of	IN(IN)	of
POmtg316_45:100	students	NNS(NNS)	student
POmtg316_45:101	_0	PA(PA)	
POmtg316_45:102	are	VBP(VBP)	be
POmtg316_45:103	required	VVN(VVN)	require
POmtg316_45:104	_0	PA(PA)	
POmtg316_45:105	what	WP(WP)	what
POmtg316_45:106	is	VBZ(VBZ)	be
POmtg316_45:107	the	DT(DT)	the
POmtg316_45:108	volume	NN(NN)	volume
POmtg316_45:109	and	CC(CC)	and
POmtg316_45:110	composition	NN(NN)	composition
POmtg316_45:111	of	IN(IN)	of
POmtg316_45:112	er	UH(UH)	er
POmtg316_45:113	student	NN(NN)	student
POmtg316_45:114	corp	NN(NN)	corp
POmtg316_45:115	_0	PA(PA)	

POmtg316_46:1	_0	PA(PA)	

POmtg316_47:1	whether	IN(IN)	whether
POmtg316_47:2	and	CC(CC)	and
POmtg316_47:3	how	WRB(WRB)	how
POmtg316_47:4	do	VVP(VVP)	do
POmtg316_47:5	you	PP(PP)	you
POmtg316_47:6	restrict	VV(VV)	restrict
POmtg316_47:7	inverted	NNS(NNS)	inverted
POmtg316_47:8	commas	NNS(NNS)	comma
POmtg316_47:9	access	NN(NN)	access
POmtg316_47:10	so	DM(DM)	so
POmtg316_47:11	what	WP(WP)	what
POmtg316_47:12	are	VBP(VBP)	be
POmtg316_47:13	the	DT(DT)	the
POmtg316_47:14	specific	JJ(JJ)	specific
POmtg316_47:15	er	UH(UH)	er
POmtg316_47:16	admission	NN(NN)	admission
POmtg316_47:17	criteria	NNS(NNS)	criterion
POmtg316_47:18	which	PRE(PRE)	which
POmtg316_47:19	would	MD(MD)	will
POmtg316_47:20	er	UH(UH)	er
POmtg316_47:21	_0	PA(PA)	
POmtg316_47:22	allow	VV(VV)	allow
POmtg316_47:23	for	IN(IN)	for
POmtg316_47:24	_0	PA(PA)	
POmtg316_47:25	successful	JJ(JJ)	successful
POmtg316_47:26	selection	NN(NN)	selection
POmtg316_47:27	_0	PA(PA)	
POmtg316_47:28	of	IN(IN)	of
POmtg316_47:29	the	DT(DT)	the
POmtg316_47:30	best	NN(NN)	best
POmtg316_47:31	that	DT(DT)	that
POmtg316_47:32	is	VBZ(VBZ)	be
POmtg316_47:33	er	UH(UH)	er
POmtg316_47:34	t-	XX(XX)	
POmtg316_47:35	t-	XX(XX)	
POmtg316_47:36	t-	XX(XX)	
POmtg316_47:37	the	DT(DT)	the
POmtg316_47:38	preferred	JJ(JJ)	preferred
POmtg316_47:39	_0	PA(PA)	
POmtg316_47:40	er	UH(UH)	er
POmtg316_47:41	population	NN(NN)	population
POmtg316_47:42	of	IN(IN)	of
POmtg316_47:43	students	NNS(NNS)	student
POmtg316_47:44	_3	PA(PA)	
POmtg316_47:45	erm	UH(UH)	erm
POmtg316_47:46	whether	IN(IN)	whether
POmtg316_47:47	any	DT(DT)	any
POmtg316_47:48	language	NN(NN)	language
POmtg316_47:49	certification	NN(NN)	certification
POmtg316_47:50	or	CC(CC)	or
POmtg316_47:51	er	UH(UH)	er
POmtg316_47:52	on	IN(IN)	on
POmtg316_47:53	entrance	NN(NN)	entrance
POmtg316_47:54	or	CC(CC)	or
POmtg316_47:55	language	NN(NN)	language
POmtg316_47:56	competence	NN(NN)	competence
POmtg316_47:57	are	VBP(VBP)	be
POmtg316_47:58	are	VBP(VBP)	be
POmtg316_47:59	formal	JJ(JJ)	formal
POmtg316_47:60	language	NN(NN)	language
POmtg316_47:61	competence	NN(NN)	competence
POmtg316_47:62	cerp-	XX(XX)	
POmtg316_47:63	certification	NN(NN)	certification
POmtg316_47:64	is	VBZ(VBZ)	be
POmtg316_47:65	required	VVN(VVN)	require
POmtg316_47:66	_3	PA(PA)	
POmtg316_47:67	and	CC(CC)	and
POmtg316_47:68	then	RB(RB)	then
POmtg316_47:69	the	DT(DT)	the
POmtg316_47:70	last	JJ(JJ)	last
POmtg316_47:71	_0	PA(PA)	
POmtg316_47:72	i	PP(PP)	i
POmtg316_47:73	think	VVP(VVP)	think
POmtg316_47:74	_0	PA(PA)	
POmtg316_47:75	for	IN(IN)	for
POmtg316_47:76	the	DT(DT)	the
POmtg316_47:77	time	NN(NN)	time
POmtg316_47:78	being	VBG(VBG)	be
POmtg316_47:79	quality	NN(NN)	quality
POmtg316_47:80	assurance	NN(NN)	assurance
POmtg316_47:81	_0	PA(PA)	
POmtg316_47:82	issues	NNS(NNS)	issue
POmtg316_47:83	_2	PA(PA)	
POmtg316_47:84	whether	IN(IN)	whether
POmtg316_47:85	and	CC(CC)	and
POmtg316_47:86	what	WDT(WDT)	what
POmtg316_47:87	quality	NN(NN)	quality
POmtg316_47:88	assurance	NN(NN)	assurance
POmtg316_47:89	mechanism	NN(NN)	mechanism
POmtg316_47:90	are	VBP(VBP)	be
POmtg316_47:91	in	IN(IN)	in
POmtg316_47:92	place	NN(NN)	place
POmtg316_47:93	_1	PA(PA)	
POmtg316_47:94	erm	UH(UH)	erm
POmtg316_47:95	what	WDT(WDT)	what
POmtg316_47:96	internal	JJ(JJ)	internal
POmtg316_47:97	and	CC(CC)	and
POmtg316_47:98	external	JJ(JJ)	external
POmtg316_47:99	_0	PA(PA)	
POmtg316_47:100	er	UH(UH)	er
POmtg316_47:101	matters	NNS(NNS)	matter

POmtg316_48:1	mhm	RE(RE)	mhm

POmtg316_49:1	er	UH(UH)	er
POmtg316_49:2	i	PP(PP)	i
POmtg316_49:3	s-	XX(XX)	
POmtg316_49:4	i	PP(PP)	i
POmtg316_49:5	said	VVD(VVD)	say
POmtg316_49:6	quality	NN(NN)	quality
POmtg316_49:7	assurance	NN(NN)	assurance
POmtg316_49:8	methods	NNS(NNS)	method
POmtg316_49:9	are	VBP(VBP)	be
POmtg316_49:10	used	VVN(VVN)	use
POmtg316_49:11	whether	IN(IN)	whether
POmtg316_49:12	it	PP(PP)	it
POmtg316_49:13	's	VBS(VBS)	be
POmtg316_49:14	an	DT(DT)	a
POmtg316_49:15	ongoing	JJ(JJ)	ongoing
POmtg316_49:16	process	NN(NN)	process
POmtg316_49:17	will	MD(MD)	will
POmtg316_49:18	the	DT(DT)	the
POmtg316_49:19	courses	NNS(NNS)	course
POmtg316_49:20	be	VB(VB)	be
POmtg316_49:21	accredited	VVN(VVN)	accredit
POmtg316_49:22	will	MD(MD)	will
POmtg316_49:23	the	DT(DT)	the
POmtg316_49:24	program	NN(NN)	program
POmtg316_49:25	be	VB(VB)	be
POmtg316_49:26	accredited	VVN(VVN)	accredit
POmtg316_49:27	_0	PA(PA)	
POmtg316_49:28	externally	RB(RB)	externally
POmtg316_49:29	_0	PA(PA)	
POmtg316_49:30	hh	BR(BR)	
POmtg316_49:31	erm	UH(UH)	erm
POmtg316_49:32	they	PP(UNK)	they
POmtg316_49:33	thesis	NN(NN)	thesis
POmtg316_49:34	_0	PA(PA)	
POmtg316_49:35	will	MD(MD)	will
POmtg316_49:36	it	PP(PP)	it
POmtg316_49:37	be	VB(VB)	be
POmtg316_49:38	_0	PA(PA)	
POmtg316_49:39	erm	UH(UH)	erm
POmtg316_49:40	also	RB(RB)	also
POmtg316_49:41	externally	RB(RB)	externally
POmtg316_49:42	examined	VVN(VVN)	examine
POmtg316_49:43	will	MD(MD)	will
POmtg316_49:44	there	EX(EX)	there
POmtg316_49:45	be	VB(VB)	be
POmtg316_49:46	an	DT(DT)	a
POmtg316_49:47	external	JJ(JJ)	external
POmtg316_49:48	examiner	NN(NN)	examiner
POmtg316_49:49	_0	PA(PA)	
POmtg316_49:50	hh	BR(BR)	
POmtg316_49:51	erm	UH(UH)	erm
POmtg316_49:52	another	DT(DT)	another
POmtg316_49:53	_2	PA(PA)	
POmtg316_49:54	do	VVP(VVP)	do
POmtg316_49:55	you	PP(PP)	you
POmtg316_49:56	foresee	VV(VV)	foresee
POmtg316_49:57	any	DT(DT)	any
POmtg316_49:58	mechanism	NN(NN)	mechanism
POmtg316_49:59	for	IN(IN)	for
POmtg316_49:60	innovation	NN(NN)	innovation
POmtg316_49:61	and	CC(CC)	and
POmtg316_49:62	revision	NN(NN)	revision
POmtg316_49:63	of	IN(IN)	of
POmtg316_49:64	programs	NNS(NNS)	program
POmtg316_49:65	_3	PA(PA)	
POmtg316_49:66	and	CC(CC)	and
POmtg316_49:67	that	DT(DT)	that
POmtg316_49:68	's	VBS(VBS)	be
POmtg316_49:69	it	PP(PP)	it
POmtg316_49:70	_1	PA(PA)	
POmtg316_49:71	more	RB(RB)	more
POmtg316_49:72	or	RB(RB)	or
POmtg316_49:73	less	RB(RB)	less
POmtg316_49:74	_0	PA(PA)	
POmtg316_49:75	shall	MD(MD)	shall
POmtg316_49:76	i	PP(PP)	i
POmtg316_49:77	or	CC(CC)	or
POmtg316_49:78	have	VHP(VHP)	have
POmtg316_49:79	i	PP(PP)	i
POmtg316_49:80	skipped	VVN(VVN)	skip
POmtg316_49:81	something	NN(NN)	something
POmtg316_49:82	or	CC(CC)	or
POmtg316_49:83	omitted	VVN(VVN)	omit

POmtg316_50:1	xxxxx	UNI(UNI)	
POmtg316_50:2	_0	PA(PA)	

POmtg316_51:1	@@	LA(LA)	
POmtg316_51:2	yah	RE(RE)	yah
POmtg316_51:3	x	UNI(UNI)	

POmtg316_52:1	wou-	XX(XX)	
POmtg316_52:2	would	MD(MD)	will
POmtg316_52:3	you	PP(PP)	you
POmtg316_52:4	like	VV(VV)	like
POmtg316_52:5	to	TO(TO)	to
POmtg316_52:6	add	VV(VV)	add
POmtg316_52:7	on	IN(IN)	on
POmtg316_52:8	_1	PA(PA)	

POmtg316_53:1	no	RE(RE)	no

POmtg316_54:1	well	DM(DM)	well
POmtg316_54:2	as	IN(IN)	as
POmtg316_54:3	as	IN(IN)	as
POmtg316_54:4	i	PP(PP)	i
POmtg316_54:5	have	VHP(VHP)	have
POmtg316_54:6	said	VVN(VVN)	say
POmtg316_54:7	this	DT(DT)	this
POmtg316_54:8	is	VBZ(VBZ)	be
POmtg316_54:9	this	DT(DT)	this
POmtg316_54:10	is	VBZ(VBZ)	be

POmtg316_55:1	i	PP(PP)	i
POmtg316_55:2	th-	XX(XX)	
POmtg316_55:3	i	PP(PP)	i
POmtg316_55:4	think	VVP(VVP)	think
POmtg316_55:5	er	UH(UH)	er
POmtg316_55:6	w-	XX(XX)	
POmtg316_55:7	we	PP(PP)	we
POmtg316_55:8	just	RB(RB)	just
POmtg316_55:9	missed	VVD(VVD)	miss
POmtg316_55:10	the	DT(DT)	the
POmtg316_55:11	_0	PA(PA)	
POmtg316_55:12	er	UH(UH)	er
POmtg316_55:13	about	IN(IN)	about
POmtg316_55:14	the	DT(DT)	the
POmtg316_55:15	curriculum	NN(NN)	curriculum
POmtg316_55:16	er	UH(UH)	er
POmtg316_55:17	structure	NN(NN)	structure
POmtg316_55:18	and	CC(CC)	and
POmtg316_55:19	the	DT(DT)	the
POmtg316_55:20	nature	NN(NN)	nature
POmtg316_55:21	of	IN(IN)	of
POmtg316_55:22	the	DT(DT)	the
